from,to,value,via
a2cef4f7,f28e3ec7,600446081,insurer_phone_number
a2cef4f7,5d452b93,Zone_55,claim_location
b40777f6,b9d5e6dc,EL1845,insurer_license_plate
b40777f6,fc2f929f,repair_30,repair_shop
b40777f6,1b005a35,ES67781085,bank_account
b40777f6,5d452b93,ES67781085,bank_account
4f111138,a25a1ebb,repair_38,repair_shop
dbfb58bf,48734acd,600335293,insurer_phone_number
dbfb58bf,a4b96898,ES54532647,bank_account
dbfb58bf,ab824ba6,600335293,insurer_phone_number
dbfb58bf,a25a1ebb,600335293,insurer_phone_number
dbfb58bf,51ef5249,600335293,insurer_phone_number
dbfb58bf,7634221b,ES54532647,bank_account
48734acd,1028b1e7,repair_13,repair_shop
48734acd,ab824ba6,600335293,insurer_phone_number
48734acd,a25a1ebb,600335293,insurer_phone_number
48734acd,5adc9a25,16 Avenida Central,insurer_address
48734acd,51ef5249,600335293,insurer_phone_number
a4b96898,b9d5e6dc,Zone_78,claim_location
a4b96898,9849c843,600446081,insurer_phone_number
a4b96898,7634221b,ES54532647,bank_account
a4b96898,f28e3ec7,600446081,insurer_phone_number
1028b1e7,4c287ede,600596153,insurer_phone_number
1028b1e7,9849c843,ES82859036,bank_account
1028b1e7,7c9666a8,ES82859036,bank_account
1028b1e7,5adc9a25,ES82859036,bank_account
1028b1e7,f28e3ec7,ES82859036,bank_account
d8033cc3,4c287ede,ES42953246,bank_account
d8033cc3,1b005a35,600664650,insurer_phone_number
dbb83833,a25a1ebb,ES87084490,bank_account
dbb83833,fc2f929f,ES87084490,bank_account
dbb83833,2db8cd46,ES87084490,bank_account
dbb83833,7634221b,600997261,insurer_phone_number
ab824ba6,a25a1ebb,600335293,insurer_phone_number
ab824ba6,51ef5249,600335293,insurer_phone_number
a25a1ebb,fc2f929f,ES87084490,bank_account
a25a1ebb,2db8cd46,ES87084490,bank_account
a25a1ebb,51ef5249,600335293,insurer_phone_number
b9d5e6dc,2db8cd46,600621704,insurer_phone_number
b9d5e6dc,7efe7072,repair_7,repair_shop
b9d5e6dc,f28e3ec7,repair_7,repair_shop
4c287ede,7c9666a8,18 Avenida Central,insurer_address
9849c843,7c9666a8,ES82859036,bank_account
9849c843,5adc9a25,ES82859036,bank_account
9849c843,f28e3ec7,600446081,insurer_phone_number
fc2f929f,2db8cd46,ES87084490,bank_account
7c9666a8,5adc9a25,ES82859036,bank_account
7c9666a8,51ef5249,Zone_45,claim_location
7c9666a8,f28e3ec7,ES82859036,bank_account
2db8cd46,51ef5249,5 Avenida Central,insurer_address
4cb83c72,5adc9a25,600809302,insurer_phone_number
4cb83c72,1b005a35,34 Avenida Central,insurer_address
5adc9a25,f28e3ec7,ES82859036,bank_account
51ef5249,7634221b,repair_23,repair_shop
1b005a35,5d452b93,ES67781085,bank_account
7efe7072,f28e3ec7,repair_7,repair_shop
7efe7072,5d452b93,600768374,insurer_phone_number
90a7e45b,3dbeee40,600904155,insurer_phone_number
90a7e45b,c06aa294,600904155,insurer_phone_number
90a7e45b,dbfb58bf,Zone_68,claim_location
90a7e45b,4c287ede,18 Avenida Central,insurer_address
90a7e45b,7c9666a8,18 Avenida Central,insurer_address
3dbeee40,c06aa294,600904155,insurer_phone_number
3dbeee40,dbb83833,ES87084490,bank_account
3dbeee40,a25a1ebb,ES87084490,bank_account
3dbeee40,4c287ede,Zone_12,claim_location
3dbeee40,fc2f929f,ES87084490,bank_account
3dbeee40,2db8cd46,5 Avenida Central,insurer_address
3dbeee40,51ef5249,5 Avenida Central,insurer_address
c06aa294,a2cef4f7,Zone_55,claim_location
c06aa294,5adc9a25,repair_32,repair_shop
c06aa294,5d452b93,Zone_55,claim_location
a2cef4f7,b08e7bfd,23 Avenida Central,insurer_address
a2cef4f7,a4b96898,600446081,insurer_phone_number
a2cef4f7,9849c843,600446081,insurer_phone_number
a2cef4f7,f28e3ec7,600446081,insurer_phone_number
a2cef4f7,5d452b93,Zone_55,claim_location
b40777f6,b9d5e6dc,EL1845,insurer_license_plate
b40777f6,fc2f929f,repair_30,repair_shop
b40777f6,1b005a35,ES67781085,bank_account
b40777f6,5d452b93,ES67781085,bank_account
4f111138,a25a1ebb,repair_38,repair_shop
dbfb58bf,48734acd,600335293,insurer_phone_number
dbfb58bf,a4b96898,ES54532647,bank_account
dbfb58bf,ab824ba6,600335293,insurer_phone_number
dbfb58bf,a25a1ebb,600335293,insurer_phone_number
dbfb58bf,51ef5249,600335293,insurer_phone_number
dbfb58bf,7634221b,ES54532647,bank_account
48734acd,1028b1e7,repair_13,repair_shop
48734acd,ab824ba6,600335293,insurer_phone_number
48734acd,a25a1ebb,600335293,insurer_phone_number
48734acd,5adc9a25,16 Avenida Central,insurer_address
48734acd,51ef5249,600335293,insurer_phone_number
a4b96898,b9d5e6dc,Zone_78,claim_location
a4b96898,9849c843,600446081,insurer_phone_number
a4b96898,7634221b,ES54532647,bank_account
a4b96898,f28e3ec7,600446081,insurer_phone_number
1028b1e7,4c287ede,600596153,insurer_phone_number
1028b1e7,9849c843,ES82859036,bank_account
1028b1e7,7c9666a8,ES82859036,bank_account
1028b1e7,5adc9a25,ES82859036,bank_account
1028b1e7,f28e3ec7,ES82859036,bank_account
d8033cc3,4c287ede,ES42953246,bank_account
d8033cc3,1b005a35,600664650,insurer_phone_number
dbb83833,a25a1ebb,ES87084490,bank_account
dbb83833,fc2f929f,ES87084490,bank_account
dbb83833,2db8cd46,ES87084490,bank_account
dbb83833,7634221b,600997261,insurer_phone_number
ab824ba6,a25a1ebb,600335293,insurer_phone_number
ab824ba6,51ef5249,600335293,insurer_phone_number
a25a1ebb,fc2f929f,ES87084490,bank_account
a25a1ebb,2db8cd46,ES87084490,bank_account
a25a1ebb,51ef5249,600335293,insurer_phone_number
b9d5e6dc,2db8cd46,600621704,insurer_phone_number
b9d5e6dc,7efe7072,repair_7,repair_shop
b9d5e6dc,f28e3ec7,repair_7,repair_shop
4c287ede,7c9666a8,18 Avenida Central,insurer_address
9849c843,7c9666a8,ES82859036,bank_account
9849c843,5adc9a25,ES82859036,bank_account
9849c843,f28e3ec7,600446081,insurer_phone_number
fc2f929f,2db8cd46,ES87084490,bank_account
7c9666a8,5adc9a25,ES82859036,bank_account
7c9666a8,51ef5249,Zone_45,claim_location
7c9666a8,f28e3ec7,ES82859036,bank_account
2db8cd46,51ef5249,5 Avenida Central,insurer_address
4cb83c72,5adc9a25,600809302,insurer_phone_number
4cb83c72,1b005a35,34 Avenida Central,insurer_address
5adc9a25,f28e3ec7,ES82859036,bank_account
51ef5249,7634221b,repair_23,repair_shop
1b005a35,5d452b93,ES67781085,bank_account
7efe7072,f28e3ec7,repair_7,repair_shop
7efe7072,5d452b93,600768374,insurer_phone_number
90a7e45b,3dbeee40,600904155,insurer_phone_number
90a7e45b,c06aa294,600904155,insurer_phone_number
90a7e45b,dbfb58bf,Zone_68,claim_location
90a7e45b,4c287ede,18 Avenida Central,insurer_address
90a7e45b,7c9666a8,18 Avenida Central,insurer_address
3dbeee40,c06aa294,600904155,insurer_phone_number
3dbeee40,dbb83833,ES87084490,bank_account
3dbeee40,a25a1ebb,ES87084490,bank_account
3dbeee40,4c287ede,Zone_12,claim_location
3dbeee40,fc2f929f,ES87084490,bank_account
3dbeee40,2db8cd46,5 Avenida Central,insurer_address
3dbeee40,51ef5249,5 Avenida Central,insurer_address
c06aa294,a2cef4f7,Zone_55,claim_location
c06aa294,5adc9a25,repair_32,repair_shop
c06aa294,5d452b93,Zone_55,claim_location
a2cef4f7,b08e7bfd,23 Avenida Central,insurer_address
a2cef4f7,a4b96898,600446081,insurer_phone_number
a2cef4f7,9849c843,600446081,insurer_phone_number
a2cef4f7,f28e3ec7,600446081,insurer_phone_number
a2cef4f7,5d452b93,Zone_55,claim_location
b40777f6,b9d5e6dc,EL1845,insurer_license_plate
b40777f6,fc2f929f,repair_30,repair_shop
b40777f6,1b005a35,ES67781085,bank_account
b40777f6,5d452b93,ES67781085,bank_account
4f111138,a25a1ebb,repair_38,repair_shop
dbfb58bf,48734acd,600335293,insurer_phone_number
dbfb58bf,a4b96898,ES54532647,bank_account
dbfb58bf,ab824ba6,600335293,insurer_phone_number
dbfb58bf,a25a1ebb,600335293,insurer_phone_number
dbfb58bf,51ef5249,600335293,insurer_phone_number
dbfb58bf,7634221b,ES54532647,bank_account
48734acd,1028b1e7,repair_13,repair_shop
48734acd,ab824ba6,600335293,insurer_phone_number
48734acd,a25a1ebb,600335293,insurer_phone_number
48734acd,5adc9a25,16 Avenida Central,insurer_address
48734acd,51ef5249,600335293,insurer_phone_number
a4b96898,b9d5e6dc,Zone_78,claim_location
a4b96898,9849c843,600446081,insurer_phone_number
a4b96898,7634221b,ES54532647,bank_account
a4b96898,f28e3ec7,600446081,insurer_phone_number
1028b1e7,4c287ede,600596153,insurer_phone_number
1028b1e7,9849c843,ES82859036,bank_account
1028b1e7,7c9666a8,ES82859036,bank_account
1028b1e7,5adc9a25,ES82859036,bank_account
1028b1e7,f28e3ec7,ES82859036,bank_account
d8033cc3,4c287ede,ES42953246,bank_account
d8033cc3,1b005a35,600664650,insurer_phone_number
dbb83833,a25a1ebb,ES87084490,bank_account
dbb83833,fc2f929f,ES87084490,bank_account
dbb83833,2db8cd46,ES87084490,bank_account
dbb83833,7634221b,600997261,insurer_phone_number
ab824ba6,a25a1ebb,600335293,insurer_phone_number
ab824ba6,51ef5249,600335293,insurer_phone_number
a25a1ebb,fc2f929f,ES87084490,bank_account
a25a1ebb,2db8cd46,ES87084490,bank_account
a25a1ebb,51ef5249,600335293,insurer_phone_number
b9d5e6dc,2db8cd46,600621704,insurer_phone_number
b9d5e6dc,7efe7072,repair_7,repair_shop
b9d5e6dc,f28e3ec7,repair_7,repair_shop
4c287ede,7c9666a8,18 Avenida Central,insurer_address
9849c843,7c9666a8,ES82859036,bank_account
9849c843,5adc9a25,ES82859036,bank_account
9849c843,f28e3ec7,600446081,insurer_phone_number
fc2f929f,2db8cd46,ES87084490,bank_account
7c9666a8,5adc9a25,ES82859036,bank_account
7c9666a8,51ef5249,Zone_45,claim_location
7c9666a8,f28e3ec7,ES82859036,bank_account
2db8cd46,51ef5249,5 Avenida Central,insurer_address
4cb83c72,5adc9a25,600809302,insurer_phone_number
4cb83c72,1b005a35,34 Avenida Central,insurer_address
5adc9a25,f28e3ec7,ES82859036,bank_account
51ef5249,7634221b,repair_23,repair_shop
1b005a35,5d452b93,ES67781085,bank_account
7efe7072,f28e3ec7,repair_7,repair_shop
7efe7072,5d452b93,600768374,insurer_phone_number
90a7e45b,3dbeee40,600904155,insurer_phone_number
90a7e45b,c06aa294,600904155,insurer_phone_number
90a7e45b,dbfb58bf,Zone_68,claim_location
90a7e45b,4c287ede,18 Avenida Central,insurer_address
90a7e45b,7c9666a8,18 Avenida Central,insurer_address
3dbeee40,c06aa294,600904155,insurer_phone_number
3dbeee40,dbb83833,ES87084490,bank_account
3dbeee40,a25a1ebb,ES87084490,bank_account
3dbeee40,4c287ede,Zone_12,claim_location
3dbeee40,fc2f929f,ES87084490,bank_account
3dbeee40,2db8cd46,5 Avenida Central,insurer_address
3dbeee40,51ef5249,5 Avenida Central,insurer_address
c06aa294,a2cef4f7,Zone_55,claim_location
c06aa294,5adc9a25,repair_32,repair_shop
c06aa294,5d452b93,Zone_55,claim_location
a2cef4f7,b08e7bfd,23 Avenida Central,insurer_address
a2cef4f7,a4b96898,600446081,insurer_phone_number
a2cef4f7,9849c843,600446081,insurer_phone_number
a2cef4f7,f28e3ec7,600446081,insurer_phone_number
a2cef4f7,5d452b93,Zone_55,claim_location
b40777f6,b9d5e6dc,EL1845,insurer_license_plate
b40777f6,fc2f929f,repair_30,repair_shop
b40777f6,1b005a35,ES67781085,bank_account
b40777f6,5d452b93,ES67781085,bank_account
4f111138,a25a1ebb,repair_38,repair_shop
dbfb58bf,48734acd,600335293,insurer_phone_number
dbfb58bf,a4b96898,ES54532647,bank_account
dbfb58bf,ab824ba6,600335293,insurer_phone_number
dbfb58bf,a25a1ebb,600335293,insurer_phone_number
dbfb58bf,51ef5249,600335293,insurer_phone_number
dbfb58bf,7634221b,ES54532647,bank_account
48734acd,1028b1e7,repair_13,repair_shop
48734acd,ab824ba6,600335293,insurer_phone_number
48734acd,a25a1ebb,600335293,insurer_phone_number
48734acd,5adc9a25,16 Avenida Central,insurer_address
48734acd,51ef5249,600335293,insurer_phone_number
a4b96898,b9d5e6dc,Zone_78,claim_location
a4b96898,9849c843,600446081,insurer_phone_number
a4b96898,7634221b,ES54532647,bank_account
a4b96898,f28e3ec7,600446081,insurer_phone_number
1028b1e7,4c287ede,600596153,insurer_phone_number
1028b1e7,9849c843,ES82859036,bank_account
1028b1e7,7c9666a8,ES82859036,bank_account
1028b1e7,5adc9a25,ES82859036,bank_account
1028b1e7,f28e3ec7,ES82859036,bank_account
d8033cc3,4c287ede,ES42953246,bank_account
d8033cc3,1b005a35,600664650,insurer_phone_number
dbb83833,a25a1ebb,ES87084490,bank_account
dbb83833,fc2f929f,ES87084490,bank_account
dbb83833,2db8cd46,ES87084490,bank_account
dbb83833,7634221b,600997261,insurer_phone_number
ab824ba6,a25a1ebb,600335293,insurer_phone_number
ab824ba6,51ef5249,600335293,insurer_phone_number
a25a1ebb,fc2f929f,ES87084490,bank_account
a25a1ebb,2db8cd46,ES87084490,bank_account
a25a1ebb,51ef5249,600335293,insurer_phone_number
b9d5e6dc,2db8cd46,600621704,insurer_phone_number
b9d5e6dc,7efe7072,repair_7,repair_shop
b9d5e6dc,f28e3ec7,repair_7,repair_shop
4c287ede,7c9666a8,18 Avenida Central,insurer_address
9849c843,7c9666a8,ES82859036,bank_account
9849c843,5adc9a25,ES82859036,bank_account
9849c843,f28e3ec7,600446081,insurer_phone_number
fc2f929f,2db8cd46,ES87084490,bank_account
7c9666a8,5adc9a25,ES82859036,bank_account
7c9666a8,51ef5249,Zone_45,claim_location
7c9666a8,f28e3ec7,ES82859036,bank_account
2db8cd46,51ef5249,5 Avenida Central,insurer_address
4cb83c72,5adc9a25,600809302,insurer_phone_number
4cb83c72,1b005a35,34 Avenida Central,insurer_address
5adc9a25,f28e3ec7,ES82859036,bank_account
51ef5249,7634221b,repair_23,repair_shop
1b005a35,5d452b93,ES67781085,bank_account
7efe7072,f28e3ec7,repair_7,repair_shop
7efe7072,5d452b93,600768374,insurer_phone_number
90a7e45b,3dbeee40,600904155,insurer_phone_number
90a7e45b,c06aa294,600904155,insurer_phone_number
90a7e45b,dbfb58bf,Zone_68,claim_location
90a7e45b,4c287ede,18 Avenida Central,insurer_address
90a7e45b,7c9666a8,18 Avenida Central,insurer_address
3dbeee40,c06aa294,600904155,insurer_phone_number
3dbeee40,dbb83833,ES87084490,bank_account
3dbeee40,a25a1ebb,ES87084490,bank_account
3dbeee40,4c287ede,Zone_12,claim_location
3dbeee40,fc2f929f,ES87084490,bank_account
3dbeee40,2db8cd46,5 Avenida Central,insurer_address
3dbeee40,51ef5249,5 Avenida Central,insurer_address
c06aa294,a2cef4f7,Zone_55,claim_location
c06aa294,5adc9a25,repair_32,repair_shop
c06aa294,5d452b93,Zone_55,claim_location
a2cef4f7,b08e7bfd,23 Avenida Central,insurer_address
a2cef4f7,a4b96898,600446081,insurer_phone_number
a2cef4f7,9849c843,600446081,insurer_phone_number
a2cef4f7,f28e3ec7,600446081,insurer_phone_number
a2cef4f7,5d452b93,Zone_55,claim_location
b40777f6,b9d5e6dc,EL1845,insurer_license_plate
b40777f6,fc2f929f,repair_30,repair_shop
b40777f6,1b005a35,ES67781085,bank_account
b40777f6,5d452b93,ES67781085,bank_account
4f111138,a25a1ebb,repair_38,repair_shop
dbfb58bf,48734acd,600335293,insurer_phone_number
dbfb58bf,a4b96898,ES54532647,bank_account
dbfb58bf,ab824ba6,600335293,insurer_phone_number
dbfb58bf,a25a1ebb,600335293,insurer_phone_number
dbfb58bf,51ef5249,600335293,insurer_phone_number
dbfb58bf,7634221b,ES54532647,bank_account
48734acd,1028b1e7,repair_13,repair_shop
48734acd,ab824ba6,600335293,insurer_phone_number
48734acd,a25a1ebb,600335293,insurer_phone_number
48734acd,5adc9a25,16 Avenida Central,insurer_address
48734acd,51ef5249,600335293,insurer_phone_number
a4b96898,b9d5e6dc,Zone_78,claim_location
a4b96898,9849c843,600446081,insurer_phone_number
a4b96898,7634221b,ES54532647,bank_account
a4b96898,f28e3ec7,600446081,insurer_phone_number
1028b1e7,4c287ede,600596153,insurer_phone_number
1028b1e7,9849c843,ES82859036,bank_account
1028b1e7,7c9666a8,ES82859036,bank_account
1028b1e7,5adc9a25,ES82859036,bank_account
1028b1e7,f28e3ec7,ES82859036,bank_account
d8033cc3,4c287ede,ES42953246,bank_account
d8033cc3,1b005a35,600664650,insurer_phone_number
dbb83833,a25a1ebb,ES87084490,bank_account
dbb83833,fc2f929f,ES87084490,bank_account
dbb83833,2db8cd46,ES87084490,bank_account
dbb83833,7634221b,600997261,insurer_phone_number
ab824ba6,a25a1ebb,600335293,insurer_phone_number
ab824ba6,51ef5249,600335293,insurer_phone_number
a25a1ebb,fc2f929f,ES87084490,bank_account
a25a1ebb,2db8cd46,ES87084490,bank_account
a25a1ebb,51ef5249,600335293,insurer_phone_number
b9d5e6dc,2db8cd46,600621704,insurer_phone_number
b9d5e6dc,7efe7072,repair_7,repair_shop
b9d5e6dc,f28e3ec7,repair_7,repair_shop
4c287ede,7c9666a8,18 Avenida Central,insurer_address
9849c843,7c9666a8,ES82859036,bank_account
9849c843,5adc9a25,ES82859036,bank_account
9849c843,f28e3ec7,600446081,insurer_phone_number
fc2f929f,2db8cd46,ES87084490,bank_account
7c9666a8,5adc9a25,ES82859036,bank_account
7c9666a8,51ef5249,Zone_45,claim_location
7c9666a8,f28e3ec7,ES82859036,bank_account
2db8cd46,51ef5249,5 Avenida Central,insurer_address
4cb83c72,5adc9a25,600809302,insurer_phone_number
4cb83c72,1b005a35,34 Avenida Central,insurer_address
5adc9a25,f28e3ec7,ES82859036,bank_account
51ef5249,7634221b,repair_23,repair_shop
1b005a35,5d452b93,ES67781085,bank_account
7efe7072,f28e3ec7,repair_7,repair_shop
7efe7072,5d452b93,600768374,insurer_phone_number
90a7e45b,3dbeee40,600904155,insurer_phone_number
90a7e45b,c06aa294,600904155,insurer_phone_number
90a7e45b,dbfb58bf,Zone_68,claim_location
90a7e45b,4c287ede,18 Avenida Central,insurer_address
90a7e45b,7c9666a8,18 Avenida Central,insurer_address
3dbeee40,c06aa294,600904155,insurer_phone_number
3dbeee40,dbb83833,ES87084490,bank_account
3dbeee40,a25a1ebb,ES87084490,bank_account
3dbeee40,4c287ede,Zone_12,claim_location
3dbeee40,fc2f929f,ES87084490,bank_account
3dbeee40,2db8cd46,5 Avenida Central,insurer_address
3dbeee40,51ef5249,5 Avenida Central,insurer_address
c06aa294,a2cef4f7,Zone_55,claim_location
c06aa294,5adc9a25,repair_32,repair_shop
c06aa294,5d452b93,Zone_55,claim_location
a2cef4f7,b08e7bfd,23 Avenida Central,insurer_address
a2cef4f7,a4b96898,600446081,insurer_phone_number
a2cef4f7,9849c843,600446081,insurer_phone_number
a2cef4f7,f28e3ec7,600446081,insurer_phone_number
a2cef4f7,5d452b93,Zone_55,claim_location
b40777f6,b9d5e6dc,EL1845,insurer_license_plate
b40777f6,fc2f929f,repair_30,repair_shop
b40777f6,1b005a35,ES67781085,bank_account
b40777f6,5d452b93,ES67781085,bank_account
4f111138,a25a1ebb,repair_38,repair_shop
dbfb58bf,48734acd,600335293,insurer_phone_number
dbfb58bf,a4b96898,ES54532647,bank_account
dbfb58bf,ab824ba6,600335293,insurer_phone_number
dbfb58bf,a25a1ebb,600335293,insurer_phone_number
dbfb58bf,51ef5249,600335293,insurer_phone_number
dbfb58bf,7634221b,ES54532647,bank_account
48734acd,1028b1e7,repair_13,repair_shop
48734acd,ab824ba6,600335293,insurer_phone_number
48734acd,a25a1ebb,600335293,insurer_phone_number
48734acd,5adc9a25,16 Avenida Central,insurer_address
48734acd,51ef5249,600335293,insurer_phone_number
a4b96898,b9d5e6dc,Zone_78,claim_location
a4b96898,9849c843,600446081,insurer_phone_number
a4b96898,7634221b,ES54532647,bank_account
a4b96898,f28e3ec7,600446081,insurer_phone_number
1028b1e7,4c287ede,600596153,insurer_phone_number
1028b1e7,9849c843,ES82859036,bank_account
1028b1e7,7c9666a8,ES82859036,bank_account
1028b1e7,5adc9a25,ES82859036,bank_account
1028b1e7,f28e3ec7,ES82859036,bank_account
d8033cc3,4c287ede,ES42953246,bank_account
d8033cc3,1b005a35,600664650,insurer_phone_number
dbb83833,a25a1ebb,ES87084490,bank_account
dbb83833,fc2f929f,ES87084490,bank_account
dbb83833,2db8cd46,ES87084490,bank_account
dbb83833,7634221b,600997261,insurer_phone_number
ab824ba6,a25a1ebb,600335293,insurer_phone_number
ab824ba6,51ef5249,600335293,insurer_phone_number
a25a1ebb,fc2f929f,ES87084490,bank_account
a25a1ebb,2db8cd46,ES87084490,bank_account
a25a1ebb,51ef5249,600335293,insurer_phone_number
b9d5e6dc,2db8cd46,600621704,insurer_phone_number
b9d5e6dc,7efe7072,repair_7,repair_shop
b9d5e6dc,f28e3ec7,repair_7,repair_shop
4c287ede,7c9666a8,18 Avenida Central,insurer_address
9849c843,7c9666a8,ES82859036,bank_account
9849c843,5adc9a25,ES82859036,bank_account
9849c843,f28e3ec7,600446081,insurer_phone_number
fc2f929f,2db8cd46,ES87084490,bank_account
7c9666a8,5adc9a25,ES82859036,bank_account
7c9666a8,51ef5249,Zone_45,claim_location
7c9666a8,f28e3ec7,ES82859036,bank_account
2db8cd46,51ef5249,5 Avenida Central,insurer_address
4cb83c72,5adc9a25,600809302,insurer_phone_number
4cb83c72,1b005a35,34 Avenida Central,insurer_address
5adc9a25,f28e3ec7,ES82859036,bank_account
51ef5249,7634221b,repair_23,repair_shop
1b005a35,5d452b93,ES67781085,bank_account
7efe7072,f28e3ec7,repair_7,repair_shop
7efe7072,5d452b93,600768374,insurer_phone_number
90a7e45b,3dbeee40,600904155,insurer_phone_number
90a7e45b,c06aa294,600904155,insurer_phone_number
90a7e45b,dbfb58bf,Zone_68,claim_location
90a7e45b,4c287ede,18 Avenida Central,insurer_address
90a7e45b,7c9666a8,18 Avenida Central,insurer_address
3dbeee40,c06aa294,600904155,insurer_phone_number
3dbeee40,dbb83833,ES87084490,bank_account
3dbeee40,a25a1ebb,ES87084490,bank_account
3dbeee40,4c287ede,Zone_12,claim_location
3dbeee40,fc2f929f,ES87084490,bank_account
3dbeee40,2db8cd46,5 Avenida Central,insurer_address
3dbeee40,51ef5249,5 Avenida Central,insurer_address
c06aa294,a2cef4f7,Zone_55,claim_location
c06aa294,5adc9a25,repair_32,repair_shop
c06aa294,5d452b93,Zone_55,claim_location
a2cef4f7,b08e7bfd,23 Avenida Central,insurer_address
a2cef4f7,a4b96898,600446081,insurer_phone_number
